Integrated_Pathway,Gene,Source_Sub_Pathway
NF-κB Signaling,MIR15B,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR16-1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,MIR182,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR195,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR204,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR21,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR223,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR27A,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR27B,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_I_KAPPAB_PHOSPHORYLATION/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR29B1,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR30C2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR365A,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR497,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR508,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR766,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MIR9-1,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MKRN2,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MTDH,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOMF_NF_KAPPAB_BINDING
NF-κB Signaling,MTPN,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,MTURN,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,MUL1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,MYD88,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NDFIP1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NDFIP2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NEK6,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NFAT5,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NFE2L2,REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES
NF-κB Signaling,NFKB1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOCC_NF_KAPPAB_COMPLEX/KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_RIG_I_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR3_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY/REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1
NF-κB Signaling,NFKB2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/KEGG_MEDICUS_REFERENCE_CD40_NFKB_SIGNALING_PATHWAY/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NFKBIA,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOMF_NF_KAPPAB_BINDING/KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_RIG_I_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR3_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY/REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NFKBIB,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NFKBIE,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS
NF-κB Signaling,NFKBIL1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NKIRAS1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1
NF-κB Signaling,NKIRAS2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1
NF-κB Signaling,NLRC3,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NLRC4,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NLRC5,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NLRP12,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NLRP2,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NLRP2B,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NLRP3,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NLRP6,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NLRX1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NMI,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NOD1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NOD2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY/REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,NOL3,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NOTCH2,GOMF_NF_KAPPAB_BINDING
NF-κB Signaling,NPM1,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOMF_NF_KAPPAB_BINDING
NF-κB Signaling,NR1D1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NR1H4,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NR3C2,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NTRK1,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NTS,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,NUP62,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,NWD1,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,OPTN,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,OTUD7B,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,OTULIN,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PARP1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PARP10,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PDCD11,GOMF_NF_KAPPAB_BINDING
NF-κB Signaling,PDCD4,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PDPK1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PEDS1-UBE2V1,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,PELI1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,PELI2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,PELI3,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION
NF-κB Signaling,PER1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PHB1,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PHB2,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PIDD1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PIK3CA,KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY
NF-κB Signaling,PIK3CB,KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY
NF-κB Signaling,PIK3CD,KEGG_MEDICUS_REFERENCE_EGF_EGFR_PI3K_NFKB_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY
NF-κB Signaling,PIM2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PINK1,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PKHD1,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PLA2G1B,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PLCG2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_I_KAPPAB_PHOSPHORYLATION/GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION/GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY/GOBP_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION
NF-κB Signaling,PLEKHG5,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PLK2,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
NF-κB Signaling,PPIA,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
NF-κB Signaling,PPM1A,GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION/GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
