Integrated_Pathway,Gene,Source_Sub_Pathway
P53-mediated Cell Death,POU4F2,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPM1D,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,PPP1R13B,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,PPP1R13L,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPP1R15A,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PPP2CA,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPP2CB,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPP2R1A,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPP2R1B,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PPP2R5C,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRAP1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,PRDM1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRELID1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,PRELID3A,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,PRKAA1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAA2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAB1,HALLMARK_P53_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAB2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAG1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAG2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKAG3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRKN,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,PRMT2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PRMT5,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PRMT6,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,PROCR,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PRR5,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,PSMA1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA2,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA3,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA4,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA5,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA6,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA7,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMA8,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB10,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB11,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB2,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB3,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB4,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB5,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB6,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB7,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB8,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMB9,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC2,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC3,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC4,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC5,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMC6,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD10,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD11,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD12,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD13,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD14,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD2,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD3,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD4,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD5,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD6,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD7,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD8,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMD9,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSME1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSME2,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSME3,GOMF_P53_BINDING / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSME4,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PSMF1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,PTEN,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,PTPN14,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PTPRE,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PTTG1IP,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING
P53-mediated Cell Death,PVT1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,PYCARD,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,PYHIN1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RAB40C,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RABGGTA,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,RABGGTB,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,RACK1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RAD1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RAD17,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RAD50,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RAD51C,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RAD9A,HALLMARK_P53_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RAD9B,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RALGDS,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RAP2B,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RB1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RBBP4,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RBBP7,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RBBP8,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RCHY1,GOMF_P53_BINDING / HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,RETSAT,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RFC2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RFC3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RFC4,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RFC5,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RFFL,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RFWD3,GOMF_P53_BINDING
P53-mediated Cell Death,RGS16,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RHBDF2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RHNO1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RICTOR,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RMI1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RMI2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RNF125,GOMF_P53_BINDING
P53-mediated Cell Death,RNF19B,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RNF20,GOMF_P53_BINDING
P53-mediated Cell Death,RNF34,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RPA1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RPA2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RPA3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,RPF2,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPL11,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPL18,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RPL23,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPL26,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPL36,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RPL37,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPL5,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPRM,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,RPS12,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RPS15,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPS20,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPS27A,REACTOME_REGULATION_OF_TP53_ACTIVITY / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,RPS27L,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RPS6KA6,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RPS7,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RRAD,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RRM2,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,RRM2B,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,RRN3,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RRP8,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY
P53-mediated Cell Death,RRS1,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,RXRA,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,S100A10,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,S100A4,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SAT1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SDC1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SEC61A1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SEM1,REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,SERPINB5,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SERPINE1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SERTAD3,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SESN1,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SESN2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SESN3,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SETD7,GOMF_P53_BINDING
P53-mediated Cell Death,SETD9,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,SFN,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SGK1,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,SHISA5,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SIAH1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,SIRT1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING
P53-mediated Cell Death,SLC19A2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SLC35D1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SLC3A2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SLC7A11,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SMARCA4,GOMF_P53_BINDING
P53-mediated Cell Death,SMARCB1,GOMF_P53_BINDING
P53-mediated Cell Death,SMYD2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,SNAI1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,SNAI2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,SNW1,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,SOCS1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SOX4,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,SP1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,SP100,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,SPHK1,HALLMARK_P53_PATHWAY
